rating,date,variation,verified_reviews,feedback,review_length,new_reviews,sentiment
4,30-Jul-18,Black  Dot,"I've only got to use it for a couple of weeks before having to go into the hospital, but had good time with it for the short time I did use it. It was fun trying to use Alexa",1,174,-PRON- have get use couple week go hospital good time short time use fun try use alexa,positive
5,30-Jul-18,Black  Dot,"This was an impulse buy but turns out I really enjoy my new dot. My grands love requesting songs and playing games. I like listening to my audible selection, keeping up with my to do lists and discovering new Alexa skills. Fun and practical, my echo dot has been a surprisingly welcome addition to my home.",1,306,impulse buy turn really enjoy new dot grand love request song play game like listen audible selection keeping list discover new alexa skill fun practical echo dot surprisingly welcome addition home,positive
5,30-Jul-18,Black  Dot,Great product at a great price.,1,31,great product great price,positive
4,30-Jul-18,Black  Dot,My son loves his Echo Dot.,1,26,son love echo dot,positive
5,30-Jul-18,Black  Dot,Love these.  Great in the bathroom to listen to the news during showering.  Or listen to CNN live with Serius SM.,1,113,love great bathroom listen news showering listen cnn live serius sm,positive
5,30-Jul-18,White  Dot,I like it alot. I connected it so I can play my Pandora and I asked about the weather & time every morning. I got rid of my old fashioned digitol clock because I can have my music play Unlimited on this. I'm going to ask it about vacations and a few other things once I get more comfortable with it. Definitely worth the money.,1,327,like alot connected play pandora ask weather time every morning get rid old fashioned digitol clock music play unlimited -PRON- be go ask vacation thing get comfortable definitely worth money,positive
4,30-Jul-18,White  Dot,It plays music that I request.,1,30,play music request,positive
1,30-Jul-18,Black  Dot,I didn't like that almost everytime i asked Alexa a question she would say i dont know that or i havent learned that.,0,117,do not like almost everytime ask alexa question would say do not know have not learn,negative
4,30-Jul-18,Black  Dot,Luv it.  It's a great product.,1,30,luv great product,positive
5,30-Jul-18,Black  Dot,"What can I say. Well, I’m a  paranoid IT person of 30 years but got hooked on the idea of cloud based home control. So yes I love my echo stuff but, I did create a isolated VLAN on my home network to run the devices including the cheap ones that require you to sign up on some questionable website and download their app. Be carful with these people!  Entering your Wi-Fi password on a site that’s not vetted and your location when the app askes is not a good thing. Try to stay with devices that  work directly with the Alexa hub with no third-party app, Amazon has more control of these types of devices and how the  sensitive information is handled.",1,652,say well -PRON- be paranoid person 30 year get hooked idea cloud base home control yes love echo stuff create isolate vlan home network run device include cheap one require sign questionable website download app carful people enter wifi password site that s vet location app ask good thing try stay device work directly alexa hub thirdparty app amazon control type device sensitive information handle,positive
5,30-Jul-18,White  Dot,Great product,1,13,great product,positive
5,30-Jul-18,Black  Dot,"Very helpful for playing music, setting alarms, and talking to you when you are lonely.",1,87,helpful play music set alarm talk lonely,positive
5,30-Jul-18,Black  Dot,"Easy to set up, can control Kasa smart plugs no problem.  Even the kids have figured stuff out that I would not have asked Alexa, like telling jokes and singing. The Alexa app controls my custom spark plug and my cloud cam.",1,223,easy set control kasa smart plug problem even kid figure stuff would ask alexa like tell joke singe alexa app controls custom spark plug cloud cam,positive
4,30-Jul-18,Black  Dot,"I love having Alexa around the house. My favorite features are her timers, alarms, and music. Especially her library of sleep sounds. I got this product as a gift for my kids, and they love her too. She is great for reading time, and timing 30 minutes for it.The only thing I really don't like, is that she HAS to be plugged in to an outlet to function. No ifs ands, or buts. I get why, but it is minorly inconvenient, as I have to move her from room to room, or purchase more. Lol",1,481,love alexa around house favorite feature timers alarms music especially library sleep sound get product gift kid love great reading time time 30 minute itthe thing really do not like plug outlet function ifs ands but get minorly inconvenient move room room purchase lol,positive
5,30-Jul-18,White  Dot,"Alarm,bed time story, universal",1,31,alarmbe time story universal,positive
5,30-Jul-18,Black  Dot,I am in love with alexa,1,23,love alexa,positive
5,30-Jul-18,Black  Dot,Its was easy to set up,1,22,easy set,positive
5,30-Jul-18,Black  Dot, ,1,1,,positive
5,30-Jul-18,Black  Dot,Works better than anticipated. This thing is awesome.,1,53,work well anticipate thing awesome,positive
5,30-Jul-18,Black  Dot,Great product,1,13,great product,positive
5,30-Jul-18,Black  Dot,Really like it,1,14,really like,positive
5,30-Jul-18,White  Dot,I like that it respond most of my comands. Great product.,1,57,like respond comand great product,positive
1,30-Jul-18,Black  Dot,The volume is very low,0,22,volume low,negative
5,30-Jul-18,White  Dot,so far i am liking it although i am probably not using it to the full capasity,1,78,far like although probably use full capasity,positive
5,30-Jul-18,Black  Dot,"My new best friend!! I'm a little behind the times I've never had anything like this, another alexa or google home, so to me this is a super amazing useful tool. I use it to play sleep sounds to sleep. I use it for my amazon audible books. Set alarms, reminders, receive notifications, play games with her. Have her tell me a short story lol. It's pretty fun. I know some people complained about the speaker I'm not sure why. I'm sure if you have an open concept house all to yourself and want to blast music no this might not blast it around loud enough. But I rent a room and in my bedroom it's perfect I don't have any problems with the speaker. Love everything about it!",1,674,new good friend -PRON- be little behind time -PRON- have never anything like another alexa google home super amazing useful tool use play sleep sound sleep use amazon audible book set alarm reminder receive notification play game tell short story lol pretty fun know people complain speaker -PRON- be sure -PRON- be sure open concept house want blast music may blast around loud enough rent room bedroom perfect do not problem speaker love everything,positive
4,30-Jul-18,Black  Dot,Wish volume was capable of going louder,1,39,wish volume capable go louder,positive
5,30-Jul-18,Black  Dot,I love it,1,9,love,positive
5,30-Jul-18,White  Dot,Best purchase this year.,1,24,good purchase year,positive
5,30-Jul-18,Black  Dot,"I love these, I have 2 dots and one echo. For a medium size rooms these are loud enough without external speakers although I do use external for the dots.",1,154,love 2 dot one echo medium size room loud enough without external speaker although use external dot,positive
4,30-Jul-18,Black  Dot,I really love my dots! So awesome how it’s connects all my rooms. But like you’ve read with other reviews they are definitely lower in volume. Which I’m sure if I connected it to speaker or another device it would be great. But as a stand alone the volume is just ok. Definitely not like my tall echo. And the dots don’t pick up voice as good as my tall echo.Still totally love them and would recommend 100%,1,407,really love dot awesome connect room like -PRON- have read review definitely low volume -PRON- be sure connected speaker another device would great stand alone volume ok definitely like tall echo dot do not pick voice good tall echostill totally love would recommend 100,positive
3,30-Jul-18,Black  Dot,its okay but keeps dropping wifi!,1,33,okay keep drop wifi,negative
5,30-Jul-18,Black  Dot,Kids love it! I love it!,1,24,kid love love,positive
1,30-Jul-18,Black  Dot, ,0,1,,negative
5,30-Jul-18,Black  Dot,Love my echo dot easy to use and set up,1,39,love echo dot easy use set,positive
5,30-Jul-18,Black  Dot,love it as I do all of my echos,1,31,love echos,positive
5,30-Jul-18,Black  Dot,Excellent product !!,1,20,excellent product,positive
5,30-Jul-18,Black  Dot,"I love being able to control lights, doors and music.",1,53,love able control light door music,positive
5,30-Jul-18,Black  Dot,Fun To interact with,1,20,fun interact,positive
5,30-Jul-18,Black  Dot,Very satisfied with the product,1,31,satisfied product,positive
5,30-Jul-18,Black  Dot,"We have 3 echos now, even one in the barn, great idea for when I am working with my horse, can still get news flashes & my music!",1,129,3 echos even one barn great idea work horse still get news flash music,positive
